threshold,score_mix_lambda,w_shortage,w_value,w_bb,w_trend,w_risk,shares,spent,cash,trades,avg_price
0.45,0.7,0.35,0.45,0.2,0.15,0.1,601,19357.632081985474,40642.36791801453,260,32.20903840596585
0.4,0.7,0.35,0.35,0.1,0.15,0.1,597,12684.326687812805,47315.673312187195,279,21.246778371545737
0.4,0.7,0.45,0.45,0.1,0.05,0.1,597,11307.882700920105,48692.117299079895,272,18.941177053467513
0.45,0.8,0.45,0.35,0.15,0.15,0.1,594,10395.480676651001,49604.519323349,339,17.50080921995118
0.4,0.7,0.35,0.45,0.2,0.1,0.1,590,19182.33207988739,40817.66792011261,261,32.51242725404642
0.5,0.8,0.45,0.45,0.2,0.15,0.1,589,13898.107368469238,46101.89263153076,296,23.596107586535208
0.4,0.8,0.45,0.45,0.2,0.15,0.2,588,13362.809376716614,46637.190623283386,306,22.725866286933016
0.4,0.6,0.25,0.45,0.2,0.15,0.1,587,26769.394136428833,33230.60586357117,240,45.60373788148012
0.45,0.7,0.35,0.45,0.15,0.15,0.1,587,18053.338758468628,41946.66124153137,259,30.755261939469552
0.4,0.8,0.45,0.35,0.15,0.1,0.1,587,10284.031342506409,49715.96865749359,341,17.519644535786046
0.45,0.8,0.45,0.35,0.1,0.15,0.1,585,9469.651350975037,50530.34864902496,340,16.187438206794933
0.45,0.6,0.35,0.45,0.1,0.15,0.1,584,14911.378058433533,45088.62194156647,247,25.533181606906734
0.4,0.7,0.35,0.45,0.15,0.1,0.1,583,18038.03475666046,41961.96524333954,262,30.94002531159599
0.45,0.8,0.45,0.45,0.2,0.1,0.1,579,13738.037369728088,46261.96263027191,300,23.727180258597734
0.45,0.6,0.45,0.25,0.2,0.15,0.1,579,9386.940032958984,50613.059967041016,250,16.212331663141597
0.4,0.6,0.45,0.25,0.2,0.1,0.1,578,9359.26003074646,50640.73996925354,252,16.192491402675536
0.4,0.8,0.45,0.35,0.1,0.1,0.1,577,9334.486020088196,50665.513979911804,344,16.17761875231923
0.4,0.6,0.35,0.45,0.1,0.1,0.1,576,14648.429396629333,45351.57060337067,248,25.431301035814815
0.45,0.6,0.45,0.25,0.15,0.15,0.1,575,9006.364706993103,50993.6352930069,250,15.663242968683658
0.45,0.6,0.45,0.25,0.1,0.15,0.1,575,9002.387372016907,50997.61262798309,254,15.656325864377228
0.4,0.6,0.45,0.25,0.15,0.1,0.1,574,8980.547370910645,51019.452629089355,253,15.645552910994153
0.4,0.6,0.45,0.25,0.1,0.1,0.1,574,8971.34003829956,51028.65996170044,256,15.629512261845925
0.4,0.6,0.25,0.45,0.15,0.15,0.1,572,24541.23411655426,35458.76588344574,240,42.90425544852143
0.4,0.8,0.45,0.45,0.2,0.05,0.1,570,13636.930037498474,46363.069962501526,304,23.924438662278025
0.4,0.8,0.45,0.45,0.15,0.15,0.2,570,10557.984685897827,49442.01531410217,303,18.522780150697944
0.4,0.8,0.35,0.35,0.2,0.15,0.1,568,15219.821372032166,44780.178627967834,317,26.795460162028462
0.5,0.8,0.45,0.45,0.15,0.15,0.1,568,11042.483345985413,48957.51665401459,292,19.440991806312347
0.45,0.7,0.35,0.45,0.1,0.15,0.1,565,14481.025393486023,45518.97460651398,254,25.63013343979827
0.4,0.6,0.45,0.35,0.2,0.15,0.2,565,10794.446689605713,49205.55331039429,234,19.10521537983312
0.45,0.7,0.45,0.25,0.2,0.15,0.1,564,9132.824027061462,50867.17597293854,257,16.192950402591244
0.4,0.7,0.45,0.25,0.2,0.1,0.1,563,9128.889358520508,50871.11064147949,258,16.214723549769996
0.4,0.8,0.45,0.45,0.1,0.15,0.2,562,9818.700692176819,50181.29930782318,307,17.47099767291249
0.4,0.7,0.35,0.45,0.1,0.1,0.1,560,14482.019391059875,45517.980608940125,257,25.86074891260692
0.45,0.8,0.45,0.45,0.15,0.1,0.1,560,10938.511345863342,49061.48865413666,297,19.533055974755968
0.5,0.8,0.45,0.45,0.1,0.15,0.1,558,10021.40402507782,49978.59597492218,294,17.959505421286416
0.4,0.7,0.45,0.25,0.15,0.1,0.1,558,8765.510701179504,51234.489298820496,261,15.708800539748216
0.45,0.7,0.45,0.25,0.15,0.15,0.1,558,8759.498035430908,51240.50196456909,259,15.698025153101986
